STATE,CWA,COUNTYNAME,FIPS,TIME_ZONE,FE_AREA,LON,LAT
CA,MTR,San Francisco,6075,P,nn,-122.4424,37.7558
CA,LOX,San Luis Obispo,6079,P,sw,-120.404,35.3872
CA,STO,Sacramento,6067,P,cc,-121.3384,38.4542
CA,EKA,Del Norte,6015,P,nw,-123.897,41.7431
CA,SGX,Orange,6059,P,sw,-117.7605,33.703
CO,PUB,Baca,8009,M,se,-102.5605,37.3192
CO,PUB,Bent,8011,M,se,-103.0717,37.9551
CO,GLD,Cheyenne,8017,M,ec,-102.6034,38.8279
CO,PUB,Crowley,8025,M,se,-103.7849,38.3266
CO,GLD,Kit Carson,8063,M,ec,-102.6029,39.3054
CO,BOU,Logan,8075,M,ne,-103.1101,40.7247
CO,BOU,Morgan,8087,M,ne,-103.8098,40.2627
CO,PUB,Otero,8089,M,se,-103.7164,37.9027
CO,BOU,Phillips,8095,M,ne,-102.3575,40.5939
CO,PUB,Prowers,8099,M,se,-102.3933,37.9552
CO,GJT,San Juan,8111,M,sw,-107.6761,37.764
CO,BOU,Sedgwick,8115,M,ne,-102.3518,40.8758
CO,BOU,Washington,8121,M,ne,-103.2013,39.971
CO,GLD,Yuma,8125,M,ne,-102.4243,40.0029
CO,BOU,Denver,8031,M,ne,-104.8772,39.7611
CO,GJT,Montrose,8085,M,wc,-108.2694,38.4022
CO,GJT,San Miguel,8113,M,sw,-108.4058,38.0038
CO,GJT,Gunnison,8051,M,wc,-107.0317,38.6668
CO,BOU,Arapahoe,8005,M,ne,-104.3381,39.6497
CO,BOU,Weld,8123,M,ne,-104.3925,40.5549
CO,BOU,Elbert,8039,M,ec,-104.1359,39.2866
CO,BOU,Park,8093,M,cc,-105.7172,39.1193
CO,BOU,Clear Creek,8019,M,cc,-105.6444,39.6891
CO,BOU,Adams,8001,M,ne,-104.3379,39.8736
CO,BOU,Lincoln,8073,M,ec,-103.514,38.988
CO,BOU,Grand,8049,M,nc,-106.1184,40.1026
CO,BOU,Jefferson,8059,M,cc,-105.2506,39.5865
CO,GJT,Hinsdale,8053,M,sw,-107.3003,37.8213
CO,GJT,Ouray,8091,M,sw,-107.7693,38.1555
CO,GJT,Archuleta,8007,M,sw,-107.0483,37.1936
CO,GJT,Delta,8029,M,wc,-107.863,38.8613
CO,GJT,Mesa,8077,M,wc,-108.4665,39.0183
CO,GJT,Eagle,8037,M,wc,-106.6953,39.6278
CO,GJT,Dolores,8033,M,sw,-108.5172,37.7516
CO,GJT,Montezuma,8083,M,sw,-108.5968,37.3384
CO,GJT,Routt,8107,M,nw,-106.9912,40.4851
CO,BOU,Summit,8117,M,cc,-106.1163,39.6342
CO,GJT,Moffat,8081,M,nw,-108.2073,40.6184
CO,BOU,Larimer,8069,M,nc,-105.4612,40.6664
CO,BOU,Jackson,8057,M,nc,-106.3428,40.6664
CO,BOU,Douglas,8035,M,ne,-104.9295,39.3297
CO,GJT,La Plata,8067,M,sw,-107.8435,37.2866
CO,BOU,Boulder,8013,M,ne,-105.3575,40.0925
CO,PUB,Teller,8119,M,cc,-105.1618,38.8822
CO,PUB,Custer,8027,M,se,-105.3674,38.1087
CO,PUB,Pueblo,8101,M,se,-104.5128,38.1734
CO,PUB,Huerfano,8055,M,se,-104.9606,37.6847
CO,PUB,Mineral,8079,M,sc,-106.9241,37.669
CO,PUB,Conejos,8021,M,sc,-106.1917,37.2007
CO,PUB,Lake,8065,M,cc,-106.3451,39.202
CO,PUB,Saguache,8109,M,cc,-106.2815,38.0806
CO,PUB,Fremont,8043,M,cc,-105.4396,38.473
CO,PUB,Alamosa,8003,M,se,-105.7883,37.5729
CO,PUB,Chaffee,8015,M,cc,-106.1938,38.7466
CO,PUB,Rio Grande,8105,M,sc,-106.3832,37.5825
CO,PUB,El Paso,8041,M,ec,-104.5256,38.8321
CO,PUB,Costilla,8023,M,sc,-105.4283,37.2781
CO,PUB,Kiowa,8061,M,se,-102.7404,38.4327
CO,BOU,Broomfield,8014,M,ne,-105.0525,39.954
CO,PUB,Las Animas,8071,M,se,-104.0387,37.3159
CO,GJT,Garfield,8045,M,wc,-107.9039,39.5993
CO,BOU,Gilpin,8047,M,cc,-105.5226,39.8576
CO,GJT,Rio Blanco,8103,M,nw,-108.2172,39.9798
CO,GJT,Pitkin,8097,M,wc,-106.9166,39.2171
CT,BOX,Hartford,9003,E,nn,-72.7328,41.8064
CT,BOX,Tolland,9013,E,nn,-72.3365,41.855
CT,BOX,Windham,9015,E,nn,-71.9875,41.8299
CT,OKX,New Haven,9009,E,ss,-72.9324,41.4108
CT,ALY,Litchfield,9005,E,nn,-73.2453,41.7925
CT,OKX,New London,9011,E,ss,-72.1004,41.4893
CT,OKX,Middlesex,9007,E,ss,-72.534,41.4624
CT,OKX,Fairfield,9001,E,ss,-73.3887,41.2731
DE,PHI,New Castle,10003,E,nn,-75.6488,39.5811
DE,PHI,Kent,10001,E,cc,-75.5688,39.0867
DE,PHI,Sussex,10005,E,ss,-75.399,38.6621
FL,TBW,DeSoto,12027,E,sc,-81.8093,27.1863
FL,MLB,St. Lucie,12111,E,ec,-80.4836,27.3764
FL,MFL,Hendry,12051,E,ss,-81.1719,26.5473
FL,TBW,Hardee,12049,E,cc,-81.8099,27.4927
FL,TBW,Highlands,12055,E,sc,-81.341,27.3434
FL,MLB,Osceola,12097,E,ec,-81.1496,28.0627
FL,TBW,Polk,12105,E,cc,-81.6978,27.9489
FL,MLB,Indian River,12061,E,ec,-80.6158,27.6929
FL,MLB,Okeechobee,12093,E,ec,-80.9015,27.4283
FL,MFL,Glades,12043,E,ss,-81.2397,26.9605
FL,MLB,Martin,12085,E,ec,-80.3893,27.0844
FL,TBW,Citrus,12017,E,wc,-82.467,28.8509
FL,MFL,Broward,12011,E,se,-80.4886,26.1519
FL,MFL,Collier,12021,E,sw,-81.3393,26.1196
FL,MFL,Miami-Dade,12086,E,se,-80.5682,25.6171
FL,MFL,Palm Beach,12099,E,se,-80.4329,26.623
FL,JAX,Clay,12019,E,ne,-81.8579,29.9831
FL,TAE,Calhoun,12013,C,pa,-85.1972,30.4061
FL,JAX,Bradford,12007,E,nn,-82.1689,29.9502
FL,JAX,Baker,12003,E,ne,-82.2846,30.331
FL,JAX,Alachua,12001,E,nn,-82.3576,29.6749
FL,JAX,Putnam,12107,E,ne,-81.7442,29.6086
FL,JAX,Columbia,12023,E,nn,-82.6215,30.2243
FL,JAX,St. Johns,12109,E,ne,-81.4439,29.9013
FL,JAX,Gilchrist,12041,E,nn,-82.8006,29.7259
FL,JAX,Hamilton,12047,E,nn,-82.9478,30.4964
FL,TAE,Lafayette,12067,E,bb,-83.1811,29.9855
FL,TAE,Leon,12073,E,bb,-84.2778,30.4581
FL,JAX,Suwannee,12121,E,nn,-82.9915,30.1956
FL,JAX,Union,12125,E,nn,-82.3714,30.0439
FL,TAE,Madison,12079,E,bb,-83.47,30.4442
FL,JAX,Marion,12083,E,nn,-82.0567,29.2103
FL,TAE,Franklin,12037,E,bb,-84.6607,29.9194
FL,TAE,Gulf,12045,CE,pa,-85.1435,29.9458
FL,JAX,Flagler,12035,E,ne,-81.3145,29.4605
FL,TAE,Holmes,12059,C,pa,-85.8143,30.8679
FL,MOB,Okaloosa,12091,C,nw,-86.5964,30.7068
FL,MOB,Santa Rosa,12113,C,nw,-87.0172,30.732
FL,MOB,Escambia,12033,C,nw,-87.3777,30.7012
FL,TAE,Gadsden,12039,E,bb,-84.6137,30.5795
FL,TBW,Hillsborough,12057,E,wc,-82.3072,27.9306
FL,JAX,Duval,12031,E,ne,-81.674,30.3302
FL,JAX,Nassau,12089,E,ne,-81.8085,30.6095
FL,TAE,Jackson,12063,C,pa,-85.2194,30.7956
FL,MLB,Seminole,12117,E,ec,-81.2362,28.717
FL,MLB,Orange,12095,E,ec,-81.3238,28.5148
FL,TBW,Sumter,12119,E,cc,-82.081,28.7046
FL,MLB,Lake,12069,E,ec,-81.7113,28.7615
FL,MLB,Brevard,12009,E,ec,-80.7436,28.2631
FL,MLB,Volusia,12127,E,ec,-81.1912,29.0604
FL,TBW,Lee,12071,E,sw,-81.821,26.5786
FL,TBW,Levy,12075,E,nn,-83.0885,29.2827
FL,TBW,Manatee,12081,E,wc,-82.2978,27.4713
FL,TAE,Washington,12133,C,pa,-85.6656,30.6106
FL,TAE,Bay,12005,C,pa,-85.6151,30.2797
FL,MFL,Monroe,12087,E,sw,-81.0326,25.5205
,,,,,,,
,,,,,,,
FL,TAE,Jefferson,12065,E,bb,-83.8951,30.438
FL,TAE,Taylor,12123,E,bb,-83.603,30.0477
FL,TAE,Dixie,12029,E,bb,-83.1583,29.6101
,,,,,,,
FL,TBW,Pinellas,12103,E,wc,-82.722,27.928
,,,,,,,
FL,TBW,Sarasota,12115,E,wc,-82.3219,27.181
FL,TBW,Hernando,12053,E,wc,-82.4209,28.5528
FL,TBW,Pasco,12101,E,wc,-82.3911,28.3093
,,,,,,,
FL,TAE,Wakulla,12129,E,bb,-84.4026,30.1703
,,,,,,,
FL,TAE,Walton,12131,C,pa,-86.1631,30.6598
,,,,,,,
FL,TAE,Liberty,12077,E,bb,-84.8829,30.2414
GA,CHS,Bryan,13029,E,se,-81.4474,32.0175
,,,,,,,
GA,CHS,Chatham,13051,E,se,-81.1416,32.0099
GA,FFC,Wilkes,13317,E,ec,-82.7432,33.782
GA,FFC,Wilcox,13315,E,cc,-83.4322,31.9734
GA,FFC,Whitfield,13313,E,nw,-84.9673,34.8056
GA,FFC,White,13311,E,ne,-83.7472,34.6464
GA,FFC,Wheeler,13309,E,cc,-82.7246,32.1171
GA,FFC,Webster,13307,E,wc,-84.551,32.0466
GA,JAX,Wayne,13305,E,se,-81.9168,31.5515
GA,FFC,Washington,13303,E,ec,-82.7959,32.9695
GA,FFC,Warren,13301,E,ec,-82.6767,33.409
GA,JAX,Ware,13299,E,se,-82.4238,31.0534
GA,FFC,Walker,13295,E,nw,-85.3009,34.7356
GA,FFC,Union,13291,E,nc,-83.9907,34.8342
GA,FFC,Twiggs,13289,E,cc,-83.4272,32.6672
GA,TAE,Turner,13287,E,sc,-83.6242,31.7164
GA,FFC,Troup,13285,E,wc,-85.0283,33.0335
GA,FFC,Treutlen,13283,E,ec,-82.5673,32.4039
GA,FFC,Towns,13281,E,ne,-83.7373,34.9166
GA,FFC,Toombs,13279,E,se,-82.3306,32.1206
GA,TAE,Tift,13277,E,sc,-83.5266,31.4575
GA,TAE,Thomas,13275,E,sc,-83.9194,30.8637
GA,TAE,Terrell,13273,E,sw,-84.4368,31.7768
GA,FFC,Telfair,13271,E,cc,-82.9389,31.9298
GA,CHS,Tattnall,13267,E,se,-82.0582,32.0458
GA,FFC,Taliaferro,13265,E,ec,-82.8787,33.5662
GA,FFC,Talbot,13263,E,wc,-84.533,32.6995
GA,FFC,Sumter,13261,E,wc,-84.1971,32.04
GA,FFC,Stewart,13259,E,wc,-84.8351,32.0785
GA,GSP,Stephens,13257,E,ne,-83.2935,34.554
GA,FFC,Spalding,13255,E,wc,-84.2841,33.2609
GA,CHS,Screven,13251,E,se,-81.6119,32.7507
GA,FFC,Schley,13249,E,wc,-84.3149,32.262
GA,FFC,Rockdale,13247,E,nc,-84.0267,33.6545
GA,CAE,Richmond,13245,E,ec,-82.0735,33.3596
GA,TAE,Randolph,13243,E,sw,-84.7542,31.7626
GA,GSP,Rabun,13241,E,ne,-83.4021,34.8818
GA,FFC,Putnam,13237,E,cc,-83.3728,33.3218
GA,FFC,Pulaski,13235,E,cc,-83.4764,32.2328
GA,FFC,Polk,13233,E,nw,-85.1881,34.0018
GA,FFC,Pike,13231,E,wc,-84.3892,33.0922
GA,JAX,Pierce,13229,E,se,-82.2134,31.3589
GA,FFC,Pickens,13227,E,nc,-84.4656,34.4643
GA,FFC,Peach,13225,E,cc,-83.8268,32.5688
GA,FFC,Paulding,13223,E,nw,-84.8672,33.9202
GA,FFC,Oglethorpe,13221,E,ne,-83.0806,33.8807
GA,FFC,Oconee,13219,E,ne,-83.437,33.8349
GA,FFC,Newton,13217,E,nc,-83.8503,33.5551
GA,FFC,Muscogee,13215,E,wc,-84.877,32.51
GA,FFC,Dodge,13091,E,cc,-83.1684,32.1722
GA,FFC,Dooly,13093,E,cc,-83.7987,32.1572
GA,TAE,Dougherty,13095,E,sw,-84.2164,31.5333
GA,FFC,Douglas,13097,E,nc,-84.7677,33.7015
GA,TAE,Early,13099,E,sw,-84.9037,31.3228
GA,JAX,Echols,13101,E,se,-82.8939,30.7101
GA,GSP,Elbert,13105,E,ne,-82.8403,34.117
GA,FFC,Emanuel,13107,E,ec,-82.3018,32.5898
GA,FFC,Fannin,13111,E,nc,-84.3197,34.8641
GA,FFC,Fayette,13113,E,nc,-84.4941,33.414
GA,FFC,Floyd,13115,E,nw,-85.2143,34.2632
GA,FFC,Forsyth,13117,E,nc,-84.1253,34.2255
GA,GSP,Franklin,13119,E,ne,-83.2292,34.3755
GA,FFC,Gilmer,13123,E,nc,-84.4554,34.6915
GA,FFC,Glascock,13125,E,ec,-82.6107,33.2293
GA,FFC,Gordon,13129,E,nw,-84.8757,34.5034
GA,TAE,Grady,13131,E,sw,-84.2344,30.8747
GA,FFC,Greene,13133,E,ec,-83.1667,33.5788
GA,FFC,Gwinnett,13135,E,nc,-84.0235,33.9617
GA,GSP,Habersham,13137,E,ne,-83.5312,34.631
GA,FFC,Hall,13139,E,nc,-83.8197,34.3168
GA,FFC,Hancock,13141,E,ec,-83.001,33.2703
GA,FFC,Haralson,13143,E,nw,-85.211,33.7943
GA,FFC,Harris,13145,E,wc,-84.909,32.736
GA,GSP,Hart,13147,E,ne,-82.964,34.3511
GA,FFC,Heard,13149,E,wc,-85.1283,33.297
GA,FFC,Henry,13151,E,nc,-84.1554,33.4534
GA,FFC,Houston,13153,E,cc,-83.6662,32.459
GA,TAE,Irwin,13155,E,sc,-83.2764,31.6023
GA,FFC,Jackson,13157,E,ne,-83.5663,34.1339
GA,FFC,Clayton,13063,E,nc,-84.3577,33.5419
GA,FFC,Jefferson,13163,E,ec,-82.4181,33.0549
GA,FFC,Murray,13213,E,nw,-84.7481,34.7885
GA,FFC,Morgan,13211,E,nc,-83.4924,33.5908
GA,FFC,Montgomery,13209,E,cc,-82.5338,32.1746
GA,FFC,Monroe,13207,E,cc,-83.9187,33.0141
GA,TAE,Mitchell,13205,E,sw,-84.1942,31.2254
GA,TAE,Miller,13201,E,sw,-84.7307,31.164
GA,FFC,Meriwether,13199,E,wc,-84.6883,33.0407
GA,FFC,Marion,13197,E,wc,-84.5246,32.3534
GA,FFC,Madison,13195,E,ne,-83.209,34.1279
GA,CAE,McDuffie,13189,E,ec,-82.4814,33.4829
GA,FFC,Lumpkin,13187,E,nc,-84.0031,34.5722
GA,TAE,Lowndes,13185,E,sc,-83.2677,30.8339
GA,CAE,Lincoln,13181,E,ec,-82.4512,33.7936
GA,FFC,Laurens,13175,E,cc,-82.9222,32.4637
GA,TAE,Lanier,13173,E,sc,-83.0626,31.038
GA,FFC,Lamar,13171,E,wc,-84.1394,33.0765
GA,FFC,Jones,13169,E,cc,-83.5605,33.0251
GA,FFC,Johnson,13167,E,ec,-82.6601,32.7015
GA,CHS,Jenkins,13165,E,se,-81.9636,32.7925
GA,FFC,Wilkinson,13319,E,cc,-83.1713,32.8024
GA,JAX,Jeff Davis,13161,E,se,-82.637,31.8056
GA,FFC,Upson,13293,E,wc,-84.2993,32.8812
GA,FFC,Macon,13193,E,wc,-84.0425,32.3584
GA,CHS,Evans,13109,E,se,-81.8868,32.1568
GA,TAE,Lee,13177,E,sw,-84.141,31.7796
GA,FFC,Taylor,13269,E,wc,-84.2504,32.5556
GA,TAE,Brooks,13027,E,sc,-83.5803,30.842
GA,JAX,Appling,13001,E,se,-82.289,31.7493
GA,JAX,Atkinson,13003,E,se,-82.88,31.2971
GA,JAX,Bacon,13005,E,se,-82.4527,31.5537
GA,TAE,Baker,13007,E,sw,-84.4447,31.3262
GA,FFC,Baldwin,13009,E,cc,-83.2498,33.069
GA,FFC,Banks,13011,E,ne,-83.4974,34.3541
GA,FFC,Barrow,13013,E,nc,-83.7126,33.9932
GA,FFC,Bartow,13015,E,nw,-84.8405,34.2379
GA,TAE,Ben Hill,13017,E,sc,-83.2206,31.7598
GA,TAE,Berrien,13019,E,sc,-83.2297,31.2761
GA,FFC,Bibb,13021,E,cc,-83.6979,32.8067
GA,FFC,Bleckley,13023,E,cc,-83.3279,32.4344
GA,JAX,Brantley,13025,E,se,-81.9819,31.197
GA,CHS,Bulloch,13031,E,se,-81.7432,32.3969
GA,CAE,Burke,13033,E,ec,-82.0008,33.0612
GA,FFC,Butts,13035,E,cc,-83.9572,33.2891
GA,TAE,Calhoun,13037,E,sw,-84.6249,31.5292
GA,CHS,Candler,13043,E,se,-82.0737,32.4035
GA,FFC,Carroll,13045,E,nw,-85.0797,33.5828
GA,FFC,Catoosa,13047,E,nw,-85.1381,34.9036
GA,FFC,Chattahoochee,13053,E,wc,-84.787,32.347
GA,FFC,Chattooga,13055,E,nw,-85.3454,34.475
GA,FFC,Cherokee,13057,E,nc,-84.4764,34.2439
GA,FFC,Clarke,13059,E,ne,-83.3675,33.9513
GA,TAE,Worth,13321,E,sc,-83.851,31.5516
GA,JAX,Clinch,13065,E,se,-82.7063,30.9151
GA,FFC,Cobb,13067,E,nc,-84.5767,33.9415
GA,JAX,Coffee,13069,E,se,-82.8493,31.5492
GA,TAE,Colquitt,13071,E,sc,-83.7688,31.1884
GA,CAE,Columbia,13073,E,ec,-82.264,33.5442
GA,TAE,Cook,13075,E,sc,-83.4305,31.154
GA,FFC,Coweta,13077,E,wc,-84.7633,33.3535
GA,FFC,Crawford,13079,E,cc,-83.9864,32.7145
GA,FFC,Crisp,13081,E,cc,-83.7681,31.923
GA,FFC,Dade,13083,E,nw,-85.5045,34.8546
GA,FFC,Dawson,13085,E,nc,-84.1704,34.4438
GA,FFC,DeKalb,13089,E,nc,-84.2263,33.7715
GA,CHS,Effingham,13103,E,se,-81.3407,32.3675
,,,,,,,
GA,TAE,Decatur,13087,E,sw,-84.7577,30.7994
,,,,,,,
GA,CHS,Liberty,13179,E,se,-81.2103,31.7093
GA,JAX,Charlton,13049,E,se,-82.138,30.7818
GA,TAE,Quitman,13239,E,sw,-85.0188,31.8674
GA,TAE,Clay,13061,E,sw,-84.9803,31.6264
,,,,,,,
GA,FFC,Fulton,13121,E,nc,-84.4669,33.7903
GA,JAX,Camden,13039,E,se,-81.682,30.9335
GA,CHS,McIntosh,13191,E,se,-81.2646,31.5329
,,,,,,,
GA,TAE,Seminole,13253,E,sw,-84.8812,30.7935
GA,CHS,Long,13183,E,se,-81.746,31.7528
GA,JAX,Glynn,13127,E,se,-81.5512,31.2365
,,,,,,,
GA,FFC,Walton,13297,E,nc,-83.7338,33.7816
HI,HFO,Kauai,15007,H,,-160.157,21.897
GA,FFC,Jasper,13159,E,cc,-83.6881,33.3165
,,,,,,,
HI,HFO,Maui,15009,H,,-156.6118,20.5503
,,,,,,,
,,,,,,,
,,,,,,,
MD,LWX,Anne Arundel,24003,E,cc,-76.5279,38.9332
HI,HFO,Hawaii in Hawaii,15001,H,,-155.5212,19.6013
HI,HFO,Oahu in Honolulu,15003,H,,-157.9765,21.4625
IA,DVN,Clinton,19045,C,ec,-90.532,41.898
IA,DMX,Crawford,19047,C,wc,-95.3821,42.0372
IA,DMX,Dallas,19049,C,cc,-94.0398,41.6849
IA,DMX,Davis,19051,C,se,-92.4097,40.7477
IA,DMX,Decatur,19053,C,sc,-93.7863,40.7377
IA,DMX,Wright,19197,C,nc,-93.7352,42.7331
IA,ARX,Winneshiek,19191,C,ne,-91.8436,43.2906
IA,FSD,Woodbury,19193,C,wc,-96.0449,42.3897
IA,DMX,Worth,19195,C,nc,-93.2609,43.3774
IA,DVN,Jones,19105,C,ec,-91.1314,42.1212
IA,DMX,Webster,19187,C,cc,-94.1818,42.4278
IA,DMX,Winnebago,19189,C,nc,-93.7342,43.3775
IA,DVN,Scott,19163,C,ec,-90.6232,41.6371
IA,DMX,Sac,19161,C,wc,-95.1055,42.3862
IA,DMX,Ringgold,19159,C,sc,-94.244,40.7352
IA,DMX,Poweshiek,19157,C,cc,-92.5315,41.6864
IA,OAX,Pottawattamie,19155,C,sw,-95.5423,41.3364
IA,DMX,Polk,19153,C,cc,-93.5734,41.6855
IA,DMX,Pocahontas,19151,C,nw,-94.6788,42.7341
IA,FSD,Plymouth,19149,C,nw,-96.2142,42.7378
IA,DMX,Palo Alto,19147,C,nw,-94.6782,43.082
IA,OAX,Page,19145,C,sw,-95.1502,40.7391
IA,FSD,Osceola,19143,C,nw,-95.6237,43.3785
IA,FSD,O'Brien,19141,C,nw,-95.625,43.0838
IA,DVN,Muscatine,19139,C,ec,-91.1127,41.4839
IA,OAX,Montgomery,19137,C,sw,-95.1563,41.0301
IA,DMX,Monroe,19135,C,sc,-92.869,41.0297
IA,OAX,Monona,19133,C,wc,-95.96,42.0516
IA,ARX,Mitchell,19131,C,nc,-92.7891,43.3564
IA,OAX,Mills,19129,C,sw,-95.6214,41.0332
IA,DMX,Marshall,19127,C,cc,-92.9988,42.0358
IA,DMX,Marion,19125,C,sc,-93.0995,41.3344
IA,DMX,Mahaska,19123,C,sc,-92.6409,41.3351
IA,DMX,Madison,19121,C,sc,-94.0155,41.3307
IA,FSD,Lyon,19119,C,nw,-96.2103,43.3805
IA,DMX,Lucas,19117,C,sc,-93.3277,41.0293
IA,DVN,Louisa,19115,C,se,-91.2597,41.2185
IA,DVN,Linn,19113,C,ec,-91.5989,42.0789
IA,DVN,Lee,19111,C,se,-91.4792,40.642
IA,DMX,Kossuth,19109,C,nc,-94.2067,43.2042
IA,DVN,Keokuk,19107,C,se,-92.1787,41.3364
IA,DVN,Johnson,19103,C,ec,-91.5881,41.6715
IA,DVN,Jefferson,19101,C,se,-91.9489,41.0318
IA,DVN,Jackson,19097,C,ec,-90.5742,42.1717
IA,DMX,Wayne,19185,C,sc,-93.3274,40.7395
IA,DVN,Washington,19183,C,se,-91.7179,41.3356
IA,DMX,Warren,19181,C,sc,-93.5614,41.3343
IA,DMX,Wapello,19179,C,se,-92.4095,41.0306
IA,DVN,Van Buren,19177,C,se,-91.95,40.7532
IA,DMX,Union,19175,C,sc,-94.2424,41.0277
IA,DMX,Taylor,19173,C,sw,-94.6965,40.7374
IA,DMX,Tama,19171,C,cc,-92.5326,42.0798
IA,DMX,Story,19169,C,cc,-93.4651,42.0362
IA,FSD,Sioux,19167,C,nw,-96.1779,43.0826
IA,OAX,Shelby,19165,C,sw,-95.3103,41.6851
IA,DVN,Iowa,19095,C,ec,-92.0656,41.6863
IA,FSD,Ida,19093,C,wc,-95.5136,42.3869
IA,DMX,Humboldt,19091,C,nc,-94.2073,42.7764
IA,ARX,Howard,19089,C,ne,-92.3172,43.3568
IA,DVN,Henry,19087,C,se,-91.5446,40.9879
IA,OAX,Harrison,19085,C,sw,-95.8167,41.6829
IA,DMX,Hardin,19083,C,cc,-93.2404,42.3838
IA,DMX,Hancock,19081,C,nc,-93.7343,43.0819
IA,DMX,Hamilton,19079,C,cc,-93.7068,42.3838
IA,DMX,Guthrie,19077,C,wc,-94.501,41.6838
IA,DMX,Grundy,19075,C,cc,-92.7911,42.402
IA,DMX,Greene,19073,C,wc,-94.3969,42.0362
IA,OAX,Fremont,19071,C,sw,-95.6047,40.7456
IA,DMX,Franklin,19069,C,nc,-93.2624,42.7325
IA,ARX,Floyd,19067,C,nc,-92.789,43.06
IA,ARX,Fayette,19065,C,ne,-91.8443,42.8625
IA,DMX,Emmet,19063,C,nw,-94.6784,43.3779
IA,DVN,Dubuque,19061,C,ne,-90.8824,42.4689
IA,FSD,Dickinson,19059,C,nw,-95.151,43.3779
IA,DVN,Des Moines,19057,C,se,-91.1815,40.9232
IA,DVN,Delaware,19055,C,ne,-91.3673,42.4711
IA,DMX,Adair,19001,C,sw,-94.471,41.3307
IA,DMX,Adams,19003,C,sw,-94.6992,41.029
IA,ARX,Allamakee,19005,C,ne,-91.3781,43.2843
IA,DMX,Appanoose,19007,C,sc,-92.8687,40.7432
IA,DMX,Audubon,19009,C,wc,-94.9058,41.6846
IA,DVN,Benton,19011,C,ec,-92.0657,42.0801
IA,DMX,Black Hawk,19013,C,ne,-92.3085,42.4701
IA,DMX,Boone,19015,C,cc,-93.9318,42.0366
IA,DMX,Bremer,19017,C,ne,-92.3182,42.7747
IA,DVN,Buchanan,19019,C,ne,-91.8379,42.4707
IA,FSD,Buena Vista,19021,C,nw,-95.1513,42.7355
IA,DMX,Butler,19023,C,nc,-92.7902,42.7316
IA,DMX,Calhoun,19025,C,wc,-94.6405,42.3852
IA,DMX,Carroll,19027,C,wc,-94.8607,42.0362
IA,DMX,Cass,19029,C,sw,-94.9278,41.3315
IA,DVN,Cedar,19031,C,ec,-91.1324,41.7723
IA,DMX,Cerro Gordo,19033,C,nc,-93.2608,43.0815
IA,FSD,Cherokee,19035,C,nw,-95.6239,42.7357
IA,ARX,Chickasaw,19037,C,ne,-92.3176,43.0601
IA,DMX,Clarke,19039,C,sc,-93.7851,41.029
IA,FSD,Clay,19041,C,nw,-95.151,43.0826
IA,ARX,Clayton,19043,C,ne,-91.3414,42.8447
IA,DMX,Jasper,19099,C,cc,-93.0537,41.686
ID,PIH,Fremont,16043,M,se,-111.482,44.2288
ID,BOI,Ada,16001,M,sw,-116.2411,43.4511
ID,PIH,Bear Lake,16007,M,se,-111.3296,42.2848
ID,OTX,Bonner,16017,P,pa,-116.601,48.2997
ID,OTX,Boundary,16021,P,pa,-116.4629,48.7669
ID,BOI,Canyon,16027,M,sw,-116.7092,43.625
ID,PIH,Caribou,16029,M,se,-111.5622,42.7705
ID,PIH,Clark,16033,M,se,-112.3512,44.284
ID,BOI,Gooding,16047,M,sc,-114.8124,42.9706
ID,BOI,Jerome,16053,M,sc,-114.2641,42.6898
ID,OTX,Lewis,16061,P,nc,-116.4262,46.237
ID,PIH,Minidoka,16067,M,sc,-113.6375,42.8544
ID,PIH,Oneida,16071,M,se,-112.5396,42.1949
ID,BOI,Payette,16075,M,sw,-116.7608,44.0067
ID,OTX,Shoshone,16079,P,pa,-115.891,47.3516
ID,PIH,Teton,16081,M,ee,-111.2077,43.7595
ID,PIH,Lincoln,16063,M,sc,-114.1395,43.0023
ID,PIH,Jefferson,16051,M,se,-112.3113,43.8201
ID,BOI,Valley,16085,M,sw,-115.5661,44.7667
ID,BOI,Boise,16015,M,sw,-115.7301,43.9892
ID,BOI,Owyhee,16073,M,sw,-116.17,42.5816
ID,PIH,Bingham,16011,M,se,-112.3981,43.2165
ID,MSO,Idaho,16049,MP,cc,-115.4674,45.8442
ID,MSO,Clearwater,16035,P,pa,-115.6569,46.6737
ID,OTX,Nez Perce,16069,P,nc,-116.7502,46.3268
ID,OTX,Benewah,16009,P,pa,-116.6588,47.2176
ID,OTX,Latah,16057,P,pa,-116.7117,46.8161
ID,OTX,Kootenai,16055,P,pa,-116.7,47.6746
ID,MSO,Lemhi,16059,M,ec,-113.933,44.9433
ID,PIH,Butte,16023,M,se,-113.1711,43.7233
ID,PIH,Bonneville,16019,M,se,-111.6149,43.3877
ID,PIH,Power,16077,M,se,-112.8407,42.6937
ID,BOI,Elmore,16039,M,sw,-115.4692,43.3539
ID,BOI,Camas,16025,M,sw,-114.8059,43.4633
ID,BOI,Washington,16087,M,sw,-116.7848,44.4524
ID,BOI,Gem,16045,M,sw,-116.3973,44.0617
ID,BOI,Twin Falls,16083,M,sc,-114.6671,42.356
ID,PIH,Cassia,16031,M,se,-113.6004,42.2839
ID,PIH,Bannock,16005,M,se,-112.2246,42.6685
ID,PIH,Blaine,16013,M,cc,-113.9799,43.4123
